pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
WASP-105 b,WASP-105,b,1,1,7.87288,0.075,0.96,1.8,0,K2,5070.00,0.9,0.89,0.2800,4.2,,,Cool,Main Sequence,Cool MS,680216.832,1.77021E+30,0.07450,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-37 b,WASP-37,b,1,1,3.577469,0.0446,1.16,1.8,0,,5800.00,1.003,0.925,-0.4000,4.25,11.0000,,Solar,Main Sequence,Solar MS,309093.3216,1.83983E+30,0.04461,1,11,2,11.04038453,1.09745E+11,3.46329E+18,-1.33873E-13,-0.004224705,3.41663E+27,697787100,6672065033,2.03278E-05,0,0,-2.12539E-18,-2.12539E-19,-2.12539E-20,-0.031097314,-0.003109731,-0.000310973,0.135854325,1.358543247,13.58543247,0.004224705,0.003109731
HAT-P-7 b,HAT-P-7,b,2,1,2.20474,0.03809,1.51,1.84,0,,6389.00,2,1.56,0.2600,4.07,1.7800,,Hot,Main Sequence,,190489.536,3.10284E+30,0.03845,1.5,2.03,2,11.32245769,2.10115E+11,6.63073E+18,-4.30924E-14,-0.001359893,3.49256E+27,1391400000,5698182895,3.29844E-05,0,0,-1.45039E-16,-1.45039E-17,-1.45039E-18,-1.307826324,-0.130782632,-0.013078263,0.001039811,0.010398115,0.10398115,0.001359893,0.130782632
HAT-P-36 b,HAT-P-36,b,1,1,1.32734683,0.0241,1.277,1.8482,0.063,G5 V,5620.00,1.041,1.03,0.2500,4.416,6.6000,,Solar,Main Sequence,Solar MS,114682.7661,2.04867E+30,0.02387,1,8.72,2,8.405453814,254362927.1,8.02708E+15,-2.14305E-11,-0.676294109,3.50812E+27,724223700,3605308684,5.47875E-05,0,0,-1.38086E-16,-1.38086E-17,-1.38086E-18,-0.749621287,-0.074962129,-0.007496213,0.902181035,9.021810353,90.21810353,0.676294109,0.074962129
TOI-5634 A b,TOI-5634 A,b,2,1,2.2035373,0.0272,0.923,1.85005489,0,,3896.00,0.54,0.556,-0.2700,4.73,7.4000,,Cool,Main Sequence,Cool MS,190385.6227,1.10588E+30,0.02725,0.5,8.97,2,12.34673388,2.22195E+12,7.01193E+19,-4.07275E-15,-0.000128526,3.51164E+27,375678000,4069062083,3.30024E-05,0,0,-3.16349E-18,-3.16349E-19,-3.16349E-20,-0.028509909,-0.002850991,-0.000285099,0.004508122,0.045081224,0.450812235,0.000128526,0.002850991
HATS-1 b,HATS-1,b,1,1,3.446459,0.0444,1.302,1.855,0.12,,5870.00,1.038,0.986,-0.0600,4.4,6.0000,,Solar,Main Sequence,Solar MS,297774.0576,1.96115E+30,0.04445,1,8.72,2,11.05885563,1.14513E+11,3.61376E+18,-1.236E-13,-0.00390052,3.52103E+27,722136600,6642145459,2.11005E-05,0,0,-2.58952E-18,-2.58952E-19,-2.58952E-20,-0.036500654,-0.003650065,-0.000365007,0.106861639,1.068616393,10.68616393,0.00390052,0.003650065
TOI-1408 b,TOI-1408,b,1,2,4.42587,0.05778,2.23035445,1.86578665,0.0023,F8 V,6117.00,1.53,1.312,0.2500,4.1,2.7000,7.91,Hot,Main Sequence,,382395.168,2.60957E+30,0.05776,1.2,4,2,11.938909,8.68778E+11,2.74166E+19,-2.09214E-14,-0.000660229,3.54151E+27,1064421000,8643764969,1.64311E-05,683424,9.19369E-06,-1.25161E-18,-1.25161E-19,-1.25161E-20,-0.022655686,-0.002265569,-0.000226557,0.029141871,0.291418713,2.91418713,0.000660229,0.002265569
WASP-163 b,WASP-163,b,1,1,1.6096884,0.0266,1.202,1.87,,,5500.00,1.015,0.97,-0.3400,4.411,,,Solar,Main Sequence,Solar MS,139077.0778,1.92933E+30,0.02661,,,,,,,,,,,,,,,,,,,,,,,,,
HATS-42 b,HATS-42,b,1,1,2.292102,0.03689,1.4,1.88,0.229,,6060.00,1.48,1.273,0.2200,4.201,3.2600,,Hot,Main Sequence,,198037.6128,2.532E+30,0.03687,1.2,4,2,10.09282918,12383094336,3.90781E+17,-7.60161E-13,-0.023988868,3.56848E+27,1029636000,5518665450,3.17272E-05,0,0,-4.54898E-17,-4.54898E-18,-4.54898E-19,-0.426438573,-0.042643857,-0.004264386,0.056253983,0.562539831,5.625398315,0.023988868,0.042643857
Pr0211 b,Pr0211,b,2,2,2.1461,0.03176,1.2,1.88,0.011,,5300.00,0.827,0.935,0.1800,4.51,0.5780,,Solar,Main Sequence,Solar MS,185423.04,1.85972E+30,0.03184,1,1.03,2,11.34011028,2.18832E+11,6.9058E+18,-4.02755E-14,-0.001270997,3.56848E+27,575343900,4751228373,3.38857E-05,0,0,-7.61858E-18,-7.61858E-19,-7.61858E-20,-0.066870266,-0.006687027,-0.000668703,0.019006915,0.190069147,1.900691472,0.001270997,0.006687027
Qatar-7 b,Qatar-7,b,1,1,2.032046,0.0352,1.7,1.88,0,F4 V,6387.00,1.564,1.409,0.2760,4.196,1.6900,5.9,Hot,Main Sequence,,175568.7744,2.8025E+30,0.03520,1.5,2.03,2,11.09398877,1.24162E+11,3.91826E+18,-6.72118E-14,-0.002121044,3.56848E+27,1088074800,5265845049,3.57876E-05,509760,1.23258E-05,-5.06367E-17,-5.06367E-18,-5.06367E-19,-0.420831564,-0.042083156,-0.004208316,0.005040127,0.050401267,0.504012671,0.002121044,0.042083156
Kepler-58 e,Kepler-58,e,1,4,4.45814897,0.0533,0.14363483,1.88087656,0,,6100.00,1.083,1.017,-0.1200,4.376,2.1400,,Solar,Main Sequence,Solar MS,385184.071,2.02281E+30,0.05331,1,4.6,2,12.13723531,1.37162E+12,4.32852E+19,-1.33481E-14,-0.000421235,3.57015E+27,753443100,7973566508,1.63122E-05,0,0,-9.75986E-19,-9.75986E-20,-9.75986E-21,-0.017795382,-0.001779538,-0.000177954,0.023671019,0.236710188,2.367101876,0.000421235,0.001779538
K2-77 b,K2-77,b,1,1,8.2000844,0.0753,0.223,1.9,0.29,,5160.00,0.792,0.847,0.1300,4.569,4.7000,19.8,Cool,Main Sequence,Cool MS,708487.2922,1.68468E+30,0.07530,0.8,4.87,2,14.45131384,2.82692E+14,8.92109E+21,-1.19126E-16,-3.75932E-06,3.60645E+27,550994400,11264719664,8.86845E-06,1710720,3.67283E-06,-1.40135E-20,-1.40135E-21,-1.40135E-22,-0.000469973,-4.69973E-05,-4.69973E-06,0.007999022,0.07999022,0.799902202,3.75932E-06,4.69973E-05
WASP-135 b,WASP-135,b,1,1,1.4013794,0.0243,1.3,1.9,0,G5 V,5675.00,0.96,0.98,0.0200,4.47,0.6000,,Solar,Main Sequence,Solar MS,121079.1802,1.94922E+30,0.02435,1,1.03,2,9.61387093,4110275477,1.2971E+17,-1.40019E-12,-0.04418652,3.60645E+27,667872000,3635228258,5.18932E-05,0,0,-9.04377E-17,-9.04377E-18,-9.04377E-19,-0.518339204,-0.05183392,-0.005183392,0.08524634,0.852463403,8.524634028,0.04418652,0.05183392
TrES-3 b,TrES-3,b,1,1,1.30618581,0.02282,1.336,1.91,0,G4 V,5650.00,0.829,0.928,-0.1900,4.4,0.9000,,Solar,Main Sequence,Solar MS,112854.454,1.84579E+30,0.02281,1,1.03,2,9.328946118,2132780286,6.73054E+16,-2.51513E-12,-0.079371364,3.62543E+27,576735300,3413823409,5.56751E-05,0,0,-6.77217E-17,-6.77217E-18,-6.77217E-19,-0.361777521,-0.036177752,-0.003617775,0.219392747,2.193927474,21.93927474,0.079371364,0.036177752
WASP-46 b,WASP-46,b,1,1,1.43036763,0.02335,1.174,1.91,0,G6 V,5600.00,0.858,0.828,-0.3000,4.489,9.6000,16,Cool,Main Sequence,Cool MS,123583.7632,1.64689E+30,0.02333,0.8,8.97,2,9.126375662,1337752164,4.22162E+16,-4.3911E-12,-0.138572487,3.62543E+27,596910600,3493110281,5.08415E-05,1382400,4.54513E-06,-6.6825E-17,-6.6825E-18,-6.6825E-19,-0.390926752,-0.039092675,-0.003909268,0.354471744,3.544717436,35.44717436,0.138572487,0.039092675
WASP-106 b,WASP-106,b,1,1,9.28969,0.0901,1.08,1.93,0.023,F9 D,6002.00,1.47,1.175,-0.0200,4.49,7.0000,,Hot,Main Sequence,,802629.216,2.33708E+30,0.09127,1.2,6,2,11.01472809,1.03449E+11,3.26462E+18,-3.68786E-13,-0.011637994,3.66339E+27,1022679000,13478768150,7.82825E-06,0,0,-1.38846E-19,-1.38846E-20,-1.38846E-21,-0.00527526,-0.000527526,-5.27526E-05,2.206145945,22.06145945,220.6145945,0.011637994,0.000527526
KELT-3 b,KELT-3,b,2,1,2.70339,0.04123,1.56,1.94,0,,6304.00,1.7,1.96,0.0500,4.2,3.0000,,Hot,Main Sequence,,233572.896,3.89844E+30,0.04753,2,0.92,2,7.645824444,44240949.99,1.39614E+15,-2.50949E-10,-7.919344952,3.68237E+27,1182690000,6167920209,2.69003E-05,0,0,-2.96393E-17,-2.96393E-18,-2.96393E-19,-0.327706704,-0.03277067,-0.003277067,24.16595342,241.6595342,2416.595342,7.919344952,0.03277067
TOI-5616 b,TOI-5616,b,1,1,2.002849,0.0272,0.961,1.96332356,0,,3996.00,0.646,0.666,0.1400,4.67,7.2000,,Cool,Main Sequence,Cool MS,173046.1536,1.32467E+30,0.02716,0.8,8.97,2,10.12775876,13420192988,4.23509E+17,-6.12901E-13,-0.019341691,3.72664E+27,449422200,4069062083,3.63093E-05,0,0,-7.5551E-18,-7.5551E-19,-7.5551E-20,-0.061886718,-0.006188672,-0.000618867,0.312533801,3.125338015,31.25338015,0.019341691,0.006188672
TOI-2384 b,TOI-2384,b,1,1,2.13570304,0.02793,1.025,1.966,0,,3943.00,0.6113,0.635,0.3320,4.66,9.4000,,Cool,Main Sequence,Cool MS,184524.7427,1.26302E+30,0.02790,0.5,8.97,2,12.2478636,1.76955E+12,5.58428E+19,-4.95654E-15,-0.000156416,3.73172E+27,425281410,4178268529,3.40506E-05,0,0,-4.94583E-18,-4.94583E-19,-4.94583E-20,-0.043200505,-0.004320051,-0.000432005,0.003620708,0.036207075,0.362070754,0.000156416,0.004320051
HD 68988 b,HD 68988,b,1,2,6.27711,0.07,1.2,1.97,0.12,G2 V,5932.00,1.19,1.28,0.3500,4.4,6.0000,,Hot,Main Sequence,,542342.304,2.54592E+30,0.07231,1.2,6,2,9.992885765,9837523106,3.10449E+17,-2.62044E-12,-0.082694947,3.73932E+27,827883000,10471850949,1.15853E-05,0,0,-2.3648E-19,-2.3648E-20,-2.3648E-21,-0.006071033,-0.000607103,-6.07103E-05,13.62123159,136.2123159,1362.123159,0.082694947,0.000607103
HATS-18 b,HATS-18,b,1,1,0.83784,0.0174,1.329,1.9795,0.166,G V,5600.00,1.02,1.037,0.2800,4.436,4.2000,9.8,Solar,Main Sequence,Solar MS,72389.376,2.06259E+30,0.01761,1,4.6,2,7.383652955,24190951.75,7.63408E+14,-1.42236E-10,-4.488623065,3.75735E+27,709614000,2603002950,8.67971E-05,846720,7.42062E-06,-9.79737E-16,-9.79737E-17,-9.79737E-18,-3.357219364,-0.335721936,-0.033572194,1.337006188,13.37006188,133.7006188,4.488623065,0.335721936
WASP-189 b,WASP-189,b,1,1,2.724033,0.05053,1.619,1.99,0,,8000.00,2.36,2.03,0.2900,3.9,0.7300,,Hot,Subgiant,Hot Subgiant,235356.4512,4.03767E+30,0.04834,2,0.7,2,13.66643623,4.63913E+13,1.464E+21,-2.41144E-16,-7.60994E-06,3.77728E+27,1641852000,7559180406,2.66965E-05,0,0,-5.43264E-17,-5.43264E-18,-5.43264E-19,-0.605246515,-0.060524651,-0.006052465,1.25733E-05,0.000125733,0.001257329,7.60994E-06,0.060524651
KIC 10068024 b,KIC 10068024,b,1,1,2.073549,,1.19,2,,,6118.40,1.574,1.22,0.0100,4.092,0.5600,,Hot,Main Sequence,,179154.6336,2.42658E+30,0.03401,1.2,1.05,2,16.08028544,1.20305E+16,3.79655E+23,-7.07832E-19,-2.23375E-08,3.79626E+27,1095031800,0,3.50713E-05,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
TOI-2981 b,TOI-2981,b,1,1,3.601501,0.048,1.19546999,2.00737249,0.035,,5940.00,1.08,1.03,-0.1100,4.28,4.5000,18.3,Solar,Main Sequence,Solar MS,311169.6864,2.04867E+30,0.04644,1,4.6,2,11.53045383,3.39198E+11,1.07043E+19,-4.36044E-14,-0.001376052,3.81025E+27,751356000,7180697794,2.01922E-05,1581120,3.97388E-06,-1.70253E-18,-1.70253E-19,-1.70253E-20,-0.025077657,-0.002507766,-0.000250777,0.054871615,0.548716154,5.487161536,0.001376052,0.002507766
Kepler-76 b,Kepler-76,b,1,1,1.5449298,0.0274,1.36,2.01,0,F,6409.00,1.32,1.2,-0.1000,4.2,0.6200,,Hot,Main Sequence,,133481.9347,2.3868E+30,0.02779,1.2,1.05,2,14.33958594,2.18568E+14,6.89747E+21,-2.90285E-17,-9.16068E-07,3.81524E+27,918324000,4098981657,4.70714E-05,0,0,-1.91107E-16,-1.91107E-17,-1.91107E-18,-1.207517374,-0.120751737,-0.012075174,7.58638E-07,7.58638E-06,7.58638E-05,9.16068E-07,0.120751737
TOI-1937 A b,TOI-1937 A,b,2,1,0.94667944,0.01932,1.247,2.01,0,,5814.00,1.08,1.072,0.1960,4.401,3.6000,,Solar,Main Sequence,Solar MS,81793.10362,2.13221E+30,0.01931,1,4.6,2,7.730954728,53821367.48,1.69847E+15,-7.22353E-11,-2.2795715,3.81524E+27,751356000,2890230862,7.6818E-05,0,0,-7.34403E-16,-7.34403E-17,-7.34403E-18,-2.843453785,-0.284345379,-0.028434538,0.801691067,8.016910674,80.16910674,2.2795715,0.284345379
TOI-5218 b,TOI-5218,b,1,1,4.291452,0.0469,0.879,2.06715317,0,,4230.00,0.708,0.739,0.4100,4.63,6.7000,,Cool,Main Sequence,Cool MS,370781.4528,1.46987E+30,0.04673,0.8,4.87,2,12.48868183,3.08093E+12,9.72268E+19,-5.72036E-15,-0.000180521,3.92373E+27,492555600,7016140136,1.69458E-05,0,0,-3.47119E-19,-3.47119E-20,-3.47119E-21,-0.006092451,-0.000609245,-6.09245E-05,0.029630256,0.296302557,2.96302557,0.000180521,0.000609245
HAT-P-23 b,HAT-P-23,b,1,1,1.212884,0.0232,1.368,2.09,0.106,G0,5905.00,1.203,1.13,0.1500,4.33,4.0000,,Hot,Main Sequence,,104793.1776,2.24757E+30,0.02318,1.2,4,2,8.30715192,202839214.5,6.40112E+15,-2.45566E-11,-0.77494762,3.96709E+27,836927100,3470670600,5.9958E-05,0,0,-3.8832E-16,-3.8832E-17,-3.8832E-18,-1.92627279,-0.192627279,-0.019262728,0.402304193,4.023041927,40.23041927,0.77494762,0.192627279
WASP-33 b,WASP-33,b,2,1,1.21987,0.0239,1.593,2.093,0,A,7430.00,1.444,1.495,0.1000,4.25,,,Hot,Main Sequence,,105396.768,2.97356E+30,0.02555,,,,,,,,,,,,,,,,,,,,,,,,,
KIC 8121913 b,KIC 8121913,b,1,1,3.294601,,1.19,2.1,,,5975.30,2.233,1.456,0.2520,3.896,,,Hot,Subgiant,Hot Subgiant,284653.5264,2.89598E+30,0.04912,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-5 b,Kepler-5,b,1,1,3.5484657,0.0538,1.426,2.111,0,,6297.00,1.793,1.374,0.0400,3.96,2.8800,,Hot,Subgiant,Hot Subgiant,306587.4365,2.73289E+30,0.05062,1.5,2.5,2,8.711477261,514608862.5,1.62398E+16,-2.83181E-11,-0.893651836,4.00695E+27,1247390100,8048365444,2.04939E-05,0,0,-1.20922E-17,-1.20922E-18,-1.20922E-19,-0.175490376,-0.017549038,-0.001754904,5.092312496,50.92312496,509.2312496,0.893651836,0.017549038
WASP-164 b,WASP-164,b,1,1,1.7771255,0.02818,1.128,2.13,0,G2 V,5806.00,0.932,0.946,-0.0100,4.45645,4.0800,,Solar,Main Sequence,Solar MS,153543.6432,1.88159E+30,0.02819,1,4.6,2,9.521847943,3325431017,1.04943E+17,-2.19468E-12,-0.069258831,4.04302E+27,648392400,4215667996,4.09212E-05,0,0,-3.40563E-17,-3.40563E-18,-3.40563E-19,-0.247528278,-0.024752828,-0.002475283,0.279801692,2.798016924,27.98016924,0.069258831,0.024752828
WASP-53 b,WASP-53,b,1,2,3.3098443,0.04101,1.074,2.132,0.03,,4953.00,0.798,0.839,0.2200,4.553,,,Cool,Main Sequence,Cool MS,285970.5475,1.66877E+30,0.04100,,,,,,,,,,,,,,,,,,,,,,,,,
HD 118203 b,HD 118203,b,1,2,6.1349779,0.0713,1.14,2.14,0.3136,K0 IV,5742.00,2.04,1.27,0.2870,3.92,4.7300,23.1,Hot,Subgiant,Hot Subgiant,530062.0906,2.52603E+30,0.07103,1.2,4,2,12.85504944,7.16225E+12,2.26023E+20,-3.51775E-15,-0.000111012,4.062E+27,1419228000,10666328181,1.18537E-05,1995840,3.14814E-06,-2.62721E-18,-2.62721E-19,-2.62721E-20,-0.065920034,-0.006592003,-0.0006592,0.001684035,0.016840351,0.16840351,0.000111012,0.006592003
NGTS-10 b,NGTS-10,b,1,1,0.7668944,0.0143,1.205,2.162,0,K5 V,4600.00,0.697,0.696,-0.0200,4.595,10.4000,17.29,Cool,Main Sequence,Cool MS,66259.67616,1.38434E+30,0.01453,0.8,8.97,2,7.272165423,18713948.2,5.90567E+14,-1.68295E-10,-5.310985858,4.10376E+27,484902900,2139249551,9.48267E-05,1493856,4.20602E-06,-7.23343E-16,-7.23343E-17,-7.23343E-18,-2.268760087,-0.226876009,-0.022687601,2.340919997,23.40919997,234.0919997,5.310985858,0.226876009
HATS-15 b,HATS-15,b,1,1,1.74748753,0.02712,1.105,2.17,0.126,G9 V,5311.00,0.922,0.871,0.0000,4.449,11.0000,,Cool,Main Sequence,Cool MS,150982.9226,1.73242E+30,0.02712,0.8,8.97,2,9.722041714,5272805040,1.66397E+17,-1.36105E-12,-0.042951405,4.11894E+27,641435400,4057094253,4.16152E-05,0,0,-4.39832E-17,-4.39832E-18,-4.39832E-19,-0.314347125,-0.031434713,-0.003143471,0.136636862,1.366368622,13.66368622,0.042951405,0.031434713
WASP-87 b,WASP-87,b,2,1,1.682795,0.02946,1.385,2.18,0,,6450.00,1.627,1.204,,4.32,,,Hot,Main Sequence,,145393.488,2.39476E+30,0.02946,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-49 b,HAT-P-49,b,1,1,2.69155,0.04378,1.59,2.2,0,F3,6820.00,2.06,2.22,0.0700,4.1,1.5000,,Hot,Main Sequence,,232549.92,4.41558E+30,0.04940,2,0.92,2,7.634304099,43082817.7,1.35959E+15,-2.56566E-10,-8.096612492,4.17589E+27,1433142000,6549394779,2.70187E-05,0,0,-5.76869E-17,-5.76869E-18,-5.76869E-19,-0.635021979,-0.063502198,-0.00635022,12.75012954,127.5012954,1275.012954,8.096612492,0.063502198
K2-417 b,K2-417,b,1,1,6.535,0.063,0.29529893,2.2,,M V,3861.00,0.5776,0.569,,4.67,,,Cool,Main Sequence,Cool MS,564624,1.13174E+30,0.05669,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-40 b,Kepler-40,b,1,1,6.87349,0.08,1.17,2.2,0,F5 IV,6510.00,2.13,1.48,0.1000,3.94,2.8000,,Hot,Subgiant,Hot Subgiant,593869.536,2.94372E+30,0.08063,1.5,2.5,2,10.47403474,29787546811,9.40023E+17,-9.4764E-13,-0.029905259,4.17589E+27,1481841000,11967829656,1.05801E-05,0,0,-1.96555E-18,-1.96555E-19,-1.96555E-20,-0.055254898,-0.00552549,-0.000552549,0.541223675,5.412236754,54.12236754,0.029905259,0.00552549
HATS-52 b,HATS-52,b,1,1,1.36665436,0.02498,1.382,2.24,0.246,,6010.00,1.046,1.111,-0.2843,4.445,1.2000,,Hot,Main Sequence,,118078.9367,2.20978E+30,0.02496,1.2,1.05,2,13.61432518,4.11458E+13,1.29846E+21,-1.36406E-16,-4.30466E-06,4.25181E+27,727702200,3736954810,5.32117E-05,0,0,-1.2901E-16,-1.2901E-17,-1.2901E-18,-0.721094108,-0.072109411,-0.007210941,5.96962E-06,5.96962E-05,0.000596962,4.30466E-06,0.072109411
CoRoT-21 b,CoRoT-21,b,1,1,2.72474,0.0417,1.3,2.26,0,F8 IV,6200.00,1.95,1.29,0.0000,3.7,4.1000,,Hot,Subgiant,Hot Subgiant,235417.536,2.56581E+30,0.04156,1.2,4,2,10.57792832,37838012404,1.19408E+18,-2.95732E-13,-0.009332581,4.28977E+27,1356615000,6238231208,2.66895E-05,0,0,-9.76651E-17,-9.76651E-18,-9.76651E-19,-1.088361689,-0.108836169,-0.010883617,0.008574889,0.08574889,0.857488902,0.009332581,0.108836169
HATS-24 b,HATS-24,b,1,1,1.3484978,0.0238,1.395,2.26,0,F V,6125.00,1.12,1.07,-0.2290,4.37,3.7000,,Solar,Main Sequence,Solar MS,116510.2099,2.12823E+30,0.02443,1,4.6,2,8.736990037,545745341,1.72224E+16,-1.01476E-11,-0.320232353,4.28977E+27,779184000,3560429323,5.39282E-05,0,0,-2.45546E-16,-2.45546E-17,-2.45546E-18,-1.354227799,-0.13542278,-0.013542278,0.236468601,2.364686012,23.64686012,0.320232353,0.13542278
HAT-P-31 b,HAT-P-31,b,1,1,5.00542,0.061,1.09,2.27,0.25,,6065.00,1.39,1.31,0.1500,4.26,3.1700,,Hot,Main Sequence,,432468.288,2.60559E+30,0.06266,1.2,4,2,12.28415093,1.92376E+12,6.07093E+19,-1.06854E-14,-0.000337205,4.30876E+27,967023000,9125470113,1.45287E-05,0,0,-1.44475E-18,-1.44475E-19,-1.44475E-20,-0.029576115,-0.002957611,-0.000295761,0.011401276,0.114012764,1.140127637,0.000337205,0.002957611
TOI-3331 A b,TOI-3331 A,b,2,1,2.0180231,0.03144,1.158,2.27,0,,5609.00,0.952,1.016,0.1480,4.487,2.1000,,Solar,Main Sequence,Solar MS,174357.1958,2.02082E+30,0.03142,1,4.6,2,9.883333197,7644220341,2.41233E+17,-1.08416E-12,-0.034213534,4.30876E+27,662306400,4703357055,3.60363E-05,0,0,-1.91439E-17,-1.91439E-18,-1.91439E-19,-0.158003221,-0.015800322,-0.001580032,0.216536942,2.165369417,21.65369417,0.034213534,0.015800322
TOI-1518 b,TOI-1518,b,1,1,1.902603,0.0389,1.875,2.3,0.01,F0,7300.00,1.95,1.79,-0.1000,4.1,,,Hot,Main Sequence,,164384.8992,3.56031E+30,0.03649,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1820 b,TOI-1820,b,1,1,4.860674,0.061,1.14,2.3,0.043,,5734.00,1.51,1.04,0.1400,4.24,11.0000,25,Solar,Main Sequence,Solar MS,419962.2336,2.06856E+30,0.05690,1,11,2,11.96285084,9.18017E+11,2.89704E+19,-2.17444E-14,-0.0006862,4.3657E+27,1050507000,9125470113,1.49613E-05,2160000,2.90888E-06,-2.31415E-18,-2.31415E-19,-2.31415E-20,-0.046004119,-0.004600412,-0.000460041,0.014916054,0.149160537,1.491605373,0.0006862,0.004600412
TOI-2046 b,TOI-2046,b,1,1,1.4971842,,1.44,2.3,,F8 V,6250.00,1.21,1.13,-0.0600,4.3,0.4500,3.97,Hot,Main Sequence,,129356.7149,2.24757E+30,0.02668,1.2,1.05,2,14.15389875,1.42528E+14,4.49783E+21,-4.31397E-17,-1.36139E-06,4.3657E+27,841797000,0,4.85725E-05,343008,1.83179E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WASP-192 b,WASP-192,b,1,1,2.8786765,0.0408,1.23,2.3,0,G0 V,5910.00,1.32,1.09,0.1400,4.236,5.7000,,Solar,Main Sequence,Solar MS,248717.6496,2.16801E+30,0.04076,1,4.6,2,10.89342436,78239192106,2.46904E+18,-1.51102E-13,-0.004768409,4.3657E+27,918324000,6103593125,2.52623E-05,0,0,-1.76494E-17,-1.76494E-18,-1.76494E-19,-0.207793479,-0.020779348,-0.002077935,0.022947828,0.229478284,2.294782837,0.004768409,0.020779348
WASP-72 b,WASP-72,b,1,1,2.21673,0.03711,1.29,2.3,0,F7,6250.00,2.18,2.78,-0.0600,4.09,3.2000,,Hot,Main Sequence,,191525.472,5.52942E+30,0.04679,2,0.92,2,7.124903259,13332244.18,4.20734E+14,-6.82827E-10,-21.54837581,4.3657E+27,1516626000,5551576982,3.2806E-05,0,0,-1.77358E-16,-1.77358E-17,-1.77358E-18,-1.607949746,-0.160794975,-0.016079497,13.40115005,134.0115005,1340.115005,21.54837581,0.160794975
HAT-P-56 b,HAT-P-56,b,1,1,2.79083,0.0423,1.51,2.31,0.29,F8,6566.00,1.47,1.42,0.0000,3.39,2.0100,,Hot,Subgiant,Hot Subgiant,241127.712,2.82438E+30,0.04361,1.5,2.03,2,11.98273986,9.61036E+11,3.0328E+19,-1.1926E-14,-0.000376356,4.38468E+27,1022679000,6327989931,2.60575E-05,0,0,-2.00691E-17,-2.00691E-18,-2.00691E-19,-0.22907105,-0.022907105,-0.002290711,0.001642965,0.01642965,0.164296501,0.000376356,0.022907105
POTS-1 b,POTS-1,b,1,1,3.1606296,0.03734,0.941,2.31,,K5 V,4400.00,0.588,0.695,-0.0300,4.63,,,Cool,Main Sequence,Cool MS,273078.3974,1.38236E+30,0.03734,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4791 b,TOI-4791,b,1,1,4.28088,0.0555,1.11,2.31,0,,6058.00,1.409,1.242,0.2070,4.234,3.3000,,Hot,Main Sequence,,369868.032,2.47034E+30,0.05547,1.2,4,2,11.84545922,7.00582E+11,2.21087E+19,-2.50943E-14,-0.000791915,4.38468E+27,980241300,8302681824,1.69876E-05,0,0,-3.11243E-18,-3.11243E-19,-3.11243E-20,-0.054493182,-0.005449318,-0.000544932,0.014532377,0.145323774,1.453237741,0.000791915,0.005449318
CoRoT-11 b,CoRoT-11,b,1,1,2.99433,0.0436,1.43,2.33,0,F6 V,6440.00,1.37,1.27,-0.0300,4.22,2.0000,,Hot,Main Sequence,,258710.112,2.52603E+30,0.04403,1.2,1.05,2,18.2538229,1.794E+18,5.66144E+25,-6.85453E-21,-2.16313E-10,4.42264E+27,953109000,6522467163,2.42866E-05,0,0,-1.2749E-17,-1.2749E-18,-1.2749E-19,-0.156129268,-0.015612927,-0.001561293,1.38547E-09,1.38547E-08,1.38547E-07,2.16313E-10,0.015612927
TOI-5232 b,TOI-5232,b,1,1,4.0966692,0.05593,1.14,2.34,0.035,,6500.00,1.785,1.389,-0.1040,4.077,2.3700,,Hot,Main Sequence,,353952.2189,2.76272E+30,0.05591,1.5,2.5,2,9.094453265,1242948874,3.92245E+16,-1.35356E-11,-0.427152186,4.44162E+27,1241824500,8367008908,1.77515E-05,0,0,-9.24916E-18,-9.24916E-19,-9.24916E-20,-0.154968116,-0.015496812,-0.001549681,2.756387557,27.56387557,275.6387557,0.427152186,0.015496812
